publication_title;abstract;doi;data received from unpaywall;no paywall;pdf url
Slidecast Yourself: Exploring the Possibilities of a New Online Presentation Tool;"Many educational theorists stress the importance of social aspects for effective learning. In &#34;communities of practice&#34; for instance, groups of practitioners might learn from each other and eventually constitute a shared identity. Web 2.0 provides an ideal opportunity for this. An example of such a Web 2.0 information technology is slidecasting, which can be described as podcasting by synchronizing PowerPoint and voice. Anyone can upload their slidecasts to a website with an interface similar to YouTube, and anybody can watch these products. However, there is limited research on this topic, its possible application in education, and its popularity in businesses. We therefore studied the educational implications of introducing slidecasting in the classroom, sent a survey to our students to detect their attitude towards this new teaching tool, and organised a focus group with communication professionals. We can conclude that slidecasting can be successful in education, but that it will not immediately gain access to the corporate world due to problems concerning confidentiality and the very nature of slidecasting.";https://doi.org/10.1109/ipcc.2010.5530021;yes;VRAI;https://www.pure.ed.ac.uk/ws/files/17895695/Fan_Geerts_ET_AL_2011_Determining_the_currency_of_data.pdf
Towards efficient service placement and server selection for large-scale deployments;Currently many service providers offer their services using a private and proprietary hard- and software infrastructure. These infrastructures often share many similarities. Hence we believe a generic service delivery architecture, that allows service providers to offer a large array of different services on a shared infrastructure, would provide many advantages over current silo-based approaches. In this paper we propose the first step towards such an architecture, namely several algorithms for dynamically allocating server and network resources to a set of services and selecting a suitable service instance for each client. Service instances are placed on a set of servers, taking into account network resources (available bandwidth), server resources (CPU and memory) and service quality of service (QoS) demands (maximum transmission delay and bandwidth requirements). The optimization goal is to maximize the percentage of satisfied demand (answered requests) and minimize the total number of used servers for service hosting. Each service has a relative priority, which can be manually adjusted to influence the placement scheme.;https://doi.org/10.1109/aict.2008.46;yes;VRAI;https://dl.acm.org/doi/pdf/10.1145/2213556.2213592
Unifying nearest neighbors collaborative filtering;We study collaborative filtering for applications in which there exists for every user a set of items about which the user has given binary, positive-only feedback (one-class collaborative filtering). Take for example an on-line store that knows all past purchases of every customer. An important class of algorithms for one-class collaborative filtering are the nearest neighbors algorithms, typically divided into user-based and item-based algorithms. We introduce a reformulation that unifies user- and item-based nearest neighbors algorithms and use this reformulation to propose a novel algorithm that incorporates the best of both worlds and outperforms state-of-the-art algorithms. Additionally, we propose a method for naturally explaining the recommendations made by our algorithm and show that this method is also applicable to existing user-based nearest neighbors methods.;https://doi.org/10.1145/2645710.2645731;yes;VRAI;https://hal.inria.fr/hal-01411827/file/a7-geerts.pdf
Increasing the expressivity of conditional functional dependencies without extra complexity;The paper proposes an extension of CFDs [1], referred to as extended Conditional Functional Dependencies (eCFDs). In contrast to CFDs, eCFDs specify patterns of semantically related values in terms of disjunction and inequality, and are capable of catching inconsistencies that arise in practice but cannot be detected by CFDs. The increase in expressive power does not incur extra complexity: we show that the satisfiability and implication analyses of eCFDs remain NP - complete and coNP -complete, respectively, the same as their CFDs counterparts. In light of the intractability, we present an algorithm that approximates the maximum number of eCFDs that are satisfiable. In addition, we revise SQL techniques for detecting CFD violations, and show that violations of multiple eCFDs can be captured via a single pair of SQL queries. We also introduce an incremental SQL technique for detecting eCFD violations in response to database updates. We experimentally verify the effectiveness and efficiency of our SQL -based detection methods.;https://doi.org/10.1109/icde.2008.4497460;yes;VRAI;https://dl.acm.org/doi/pdf/10.1145/2594538.2594551
Generating, sampling and counting subclasses of regular tree languages;To experimentally validate learning and approximation algorithms for XML Schema Definitions (XSDs), we need algorithms to generate uniformly at random a corpus of XSDs as well as a similarity measure to compare how close the generated XSD resembles the target schema. In this paper, we provide the formal foundation for such a testbed. We adopt similarity measures based on counting the number of common and different trees in the two languages, and we develop the necessary machinery for computing them. We use the formalism of extended DTDs (EDTDs) to represent the unranked regular tree languages. In particular, we obtain an efficient algorithm to count the number of trees up to a certain size in an unambiguous EDTD. The latter class of unambiguous EDTDs encompasses the more familiar classes of single-type, restrained competition and bottom-up deterministic EDTDs. The single-type EDTDs correspond precisely to the core of XML Schema, while the others are strictly more expressive. We also show how constraints on the shape of allowed trees can be incorporated. As we make use of a translation into a well-known formalism for combinatorial specifications, we get for free a sampling procedure to draw members of any unambiguous EDTD. When dropping the restriction to unambiguous EDTDs, i.e. taking the full class of EDTDs into account, we show that the counting problem becomes #P-complete and provide an approximation algorithm. Finally, we discuss uniform generation of single-type EDTDs, i.e., the formal abstraction of XSDs. To this end, we provide an algorithm to generate k-occurrence automata (k-OAs) uniformly at random and show how this leads to uniform generation of single-type EDTDs.;https://doi.org/10.1145/1938551.1938559;no;VRAI;https://dl.acm.org/doi/pdf/10.1145/2594538.2594551
Static analysis of schema-mappings ensuring oblivious termination;A schema-mapping is a high level specification of a data-exchange setting where a set of source-to-target dependencies is used to realize basic operations from source to target relations (such as copy, selection, join or union) while the target schema is subject to a set of target constraints (such as inclusion dependencies or key constraints). In this paper, we consider strong schema-mappings that allow for additional constraints such as source dependencies on the source schema and target-to-source dependencies from the target relations back to the source. Furthermore, strong schema-mappings may include disjunctive dependencies. We argue that this extension is desirable when the source instance is to provide both a lower and upper bound on the information that a target instance can have. We first focus on the implication problem for strong schema-mappings which is to determine whether a given constraint Î´ is logically implied by the set Î£ of constraints (denoted by Ïƒ âŠ¨ Î´). After providing complete characterizations for this problem in terms of universal solutions (while supporting equality constraints), we introduce criteria of termination, denoted by TOC, DTOC and MTOC, that allow the efficient computation of universal solutions for standard constraints, disjunctive constraints, and when the source instance is assumed to be immutable (i.e., it is master data), respectively. We obtain decision procedures for the implication problem, provided that Î£ satisfies these termination conditions, and give the corresponding complexity bounds. As an immediate application we revisit the problems of determinacy, relative information completeness and variations thereof, all for strong schema-mappings. Indeed, by viewing them as implication problems we obtain efficient decision procedures when the relevant termination conditions are satisfied. We then focus on the problem of deciding whether source-to-target constraints in a strong schema-mapping are already implied by the embedded (standard) schema-mapping. This problem is important if one wants to use target-to-source constraints in standard data-exchange tools. Since no such constraints are logically implied by standard schema-mappings (and hence the results established earlier are of no use), we provide an alternative semantics for implication. More specifically, we want the constraint to be satisfied by every solution corresponding to the output of a standard data-exchange tool. We consider three semantics based on universal solutions, cores and CWA-solutions, respectively. Decidability of the implication of general (resp. safe) target-to-source constraints is shown for the CWA-based semantics (resp. core-semantics).;https://doi.org/10.1145/1804669.1804694;yes;FAUX;
Querying big data by accessing small data;This paper investigates the feasibility of querying big data by accessing a bounded amount of the data. We study boundedly evaluable queries under a form of access constraints, when their evaluation cost is determined by the queries and constraints only. While it is undecidable to determine whether FO queries are boundedly evaluable, we show that for several classes of FO queries, the bounded evaluability problem is decidable. We also provide characterization and effective syntax for their boundedly evaluable queries. When a query Q is not boundedly evaluable, we study two approaches to approximately answering Q under access constraints. (1) We search for upper and lower envelopes of Q that are boundedly evaluable and warrant a constant accuracy bound. (2) We instantiate a minimum set of variables (parameters) in Q such that the specialized query is boundedly evaluable. We study problems for deciding the existence of envelopes and bounded specialized queries, and establish their complexity for various classes of FO queries.;https://doi.org/10.1145/2745754.2745771;yes;FAUX;
On scale independence for querying big data;To make query answering feasible in big datasets, practitioners have been looking into the notion of scale independence of queries. Intuitively, such queries require only a relatively small subset of the data, whose size is determined by the query and access methods rather than the size of the dataset itself. This paper aims to formalize this notion and study its properties. We start by defining what it means to be scale-independent, and provide matching upper and lower bounds for checking scale independence, for queries in various languages, and for combined and data complexity. Since the complexity turns out to be rather high, and since scale-independent queries cannot be captured syntactically, we develop sufficient conditions for scale independence. We formulate them based on access schemas, which combine indexing and constraints together with bounds on the sizes of retrieved data sets. We then study two variations of scale-independent query answering, inspired by existing practical systems. One concerns incremental query answering: we check when query answers can be maintained in response to updates scale-independently. The other explores scale-independent query rewriting using views.;https://doi.org/10.1145/2594538.2594551;yes;VRAI;https://dl.acm.org/doi/pdf/10.1145/2745754.2745771
On the complexity of package recommendation problems;"Recommendation systems aim to recommend items that are likely to be of interest to users. This paper investigates several issues fundamental to such systems. We model recommendation systems for packages of items. We use queries to specify multi-criteria for item selections and express compatibility constraints on items in a package, and use functions to compute the cost and usefulness of items to a user. We study recommendations of points of interest, to suggest top-k packages. We also investigate recommendations of top-k items, as a special case. In addition, when sensible suggestions cannot be found, we propose query relaxation recommendations to help users revise their selection criteria, or adjustment recommendations to guide vendors to modify their item collections. We identify several problems, to decide whether a set of packages makes a top-k recommendation, whether a rating bound is maximum for selecting top-k packages, whether we can relax the selection query to find packages that users want, and whether we can update a bounded number of items such that the users&#39; requirements can be satisfied. We also study function problems for computing top-k packages, and counting problems to find how many packages meet the user&#39;s criteria. We establish the upper and lower bounds of these problems, all matching, for combined and data complexity. These results reveal the impact of variable sizes of packages, the presence of compatibility constraints, as well as a variety of query languages for specifying selection criteria and compatibility constraints, on the analyses of these problems.";https://doi.org/10.1145/2213556.2213592;yes;VRAI;https://biblio.ugent.be/publication/7235200/file/7235208.pdf
Complexity and composition of synthesized web services;"The paper investigates fundamental decision problems and composition synthesis for Web services commonly found in practice. We propose a notion of synthesized Web services (ASTs) to specify the behaviors of the services. Upon receiving a sequence of input messages, an AST issues multiple queries to a database and generates actions, in parallel; it produces external messages and database updates by synthesizing the actions parallelly generated. In contrast to previous models for Web services, ASTs advocate parallel processing and (deterministic) synthesis of actions. We classify ASTs based on what queries an AST can issue, how the synthesis of actions is expressed, and whether unbounded input sequences are allowed in a single interaction session. We show that the behaviors of Web services supported by various prior models, data-driven or not, can be specified by different AST classes. For each of these classes we study the non-emptiness, validation and equivalence problems, and establish matching upper and lower bounds on these problems. We also provide complexity bounds on composition synthesis for these AST classes, identifying decidable cases.";https://doi.org/10.1145/1376916.1376949;yes;FAUX;
Corporate residence fraud detection;"With the globalisation of the world&#39;s economies and ever-evolving financial structures, fraud has become one of the main dissipaters of government wealth and perhaps even a major contributor in the slowing down of economies in general. Although corporate residence fraud is known to be a major factor, data availability and high sensitivity have caused this domain to be largely untouched by academia. The current Belgian government has pledged to tackle this issue at large by using a variety of in-house approaches and cooperations with institutions such as academia, the ultimate goal being a fair and efficient taxation system. This is the first data mining application specifically aimed at finding corporate residence fraud, where we show the predictive value of using both structured and fine-grained invoicing data. We further describe the problems involved in building such a fraud detection system, which are mainly data-related (e.g. data asymmetry, quality, volume, variety and velocity) and deployment-related (e.g. the need for explanations of the predictions made).";https://doi.org/10.1145/2623330.2623333acm;yes;FAUX;
Capturing missing tuples and missing values;Databases in real life are often neither entirely closed-world nor entirely open-world. Indeed, databases in an enterprise are typically partially closed, in which a part of the data is constrained by master data that contains complete information about the enterprise in certain aspects [21]. It has been shown that despite missing tuples, such a database may turn out to have complete information for answering a query [9]. This paper studies partially closed databases from which both tuples and values may be missing. We specify such a database in terms of conditional tables constrained by master data, referred to as c-instances. We first propose three models to characterize whether a c-instance T is complete for a query Q relative to master data. That is, depending on how missing values in T are instantiated, the answer to Q in T remains unchanged when new tuples are added. We then investigate four problems, to determine (a) whether a given c-instance is complete for a query Q, (b) whether there exists a c-instance that is complete for Q relative to master data available, (c) whether a c-instance is a minimal-size database that is complete for Q, and (d) whether there exists a c-instance of a bounded size that is complete for Q. We establish matching lower and upper bounds on these problems for queries expressed in a variety of languages, in each of the three models for specifying relative completeness.;https://doi.org/10.1145/1807085.1807109;yes;FAUX;
Discovering conditional functional dependencies;This paper investigates the discovery of conditional functional dependencies (CFDs). CFDs are a recent extension of functional dependencies (FDs) by supporting patterns of semantically related constants, and can be used as rules for cleaning relational data. However, finding CFDs is an expensive process that involves intensive manual effort. To effectively identify data cleaning rules, we develop techniques for discovering CFDs from sample relations. We provide three methods for CFD discovery. The first, referred to as CFDMiner, is based on techniques for mining closed itemsets, and is used to discover constant CFDs, namely, CFDs with constant patterns only. The other two algorithms are developed for discovering general CFDs. The first algorithm, referred to as CTANE, is a levelwise algorithm that extends TANE, a well-known algorithm for mining FDs. The other, referred to as FastCFD, is based on the depthfirst approach used in FastFD, a method for discovering FDs. It leverages closed-itemset mining to reduce search space. Our experimental results demonstrate the following. (a) CFDMiner can be multiple orders of magnitude faster than CTANE and FastCFD for constant CFD discovery. (b) CTANE works well when a given sample relation is large, but it does not scale well with the arity of the relation. (c) FastCFD is far more efficient than CTANE when the arity of the relation is large.;https://doi.org/10.1109/icde.2009.208;yes;FAUX;
IAME 2011 contemporary studies on maritime transport in Latin America;Latin America and the Caribbean have evolved as a region of increased interest for the maritime and port industry as well as for academic research. Maritime transport activity in the region has experienced sustained growth rates over the last decades, resulting in ever-increasing demand for maritime services and port infrastructure. At the 2011 Annual Conference of the International Association of Maritime Economists (IAME), Latin America received significant attention. This editorial responds to growing research by giving a brief overview of the current situation and contemporary issues in maritime transport within the region. It also introduces the six selected papers for this Special Issue.;https://doi.org/10.1080/03088839.2012.729700;yes;VRAI;http://pdfs.semanticscholar.org/94e9/784d670ac19a19941cf27b003949c6e7eb7a.pdf
Clinical oncology in resource-limited settings;"Infectious Agents and Cancer is introducing a new section of Clinical Oncology with the main objective of stimulating debate through articles published in the section. Infectious diseases have been the major causes of morbidity and mortality in human populations, and have dominated the medical approach to clinical and public health. Successful efforts to control mortality from acute infections have paved the way for chronic, mostly indolent, infections to become major causes of morbidity. Cancer, hitherto thought to be rare in resource-limited settings, is becoming a major contributor. The changes in mortality patterns are due, in part, to diseases linked to rapid changes in lifestyle, urbanization, and pollution. These diseases include many of the non-infection associated cancers. However, there is a dearth of information about the burden, pathogenesis, and therapeutic approaches about cancer in resource-limited countries. There are also substantial other challenges, including economic, infrastructure, technology, and personnel. The Journal advocates for interactive local-global (lo-bal) efforts to generate relevant knowledge about cancer burden, pathogenesis, and therapeutic approaches using a bottom-up approach to sharpen the focus on local and global relevance of research and clinical and public practice, particularly in resource-limited countries. The section on Clinical Oncology in Infectious Agents and Cancer will harness these &#34;lo-bal&#34; strategies to reduce substantially the time from concept, discovery, and development and implementation of locally and globally applicable diagnostic and therapeutic technologies.";https://doi.org/10.1186/1750-9378-8-39;yes;VRAI;https://repository.uantwerpen.be/docman/irua/e7eea4/139079.pdf
Treatment of breakthrough cancer pain;Breakthrough cancer pain can be treated effectively by rapid-onset opioids, such as sublingual fentanyl. However, it remained unclear how the optimal dose of sublingual fentanyl should be determined. Dosing proportional to basic opioid regimen is now proposed as an alternative to dose titration.;https://doi.org/10.1185/03007995.2013.837816;yes;FAUX;
Dilemma in metastatic colorectal cancer;"The modern approach for metastatic colorectal cancer (mCRC) patients is based on the identification of oncogenic pathways, which could be targeted by specific molecules. Vascular endothelial growth factor (VEGF)- and epithelial growth factor receptor (EGFR)-related pathways represent the most important biological mechanisms for cancer development and progression. However, the most significant results by VEGF and EGFR targeting could be achieved through the combination of these drugs with standard chemotherapeutic regimens. These strategies aim to improve the resectability of liver and lung metastases. For those patients who cannot be eligible for metastases resection, a &#39;continuum of care&#39; has been proposed as the best option. This strategy includes the sequential delivery of various regimens with different targeted drugs. For this reason the choice of the pathway to target, that is, VEGF or EGFR, is not a real dilemma since both these molecules would be targeted during the mCRC natural history. To date, a selection by KRAS mutational status is mandatory to identify those patients with higher probability of benefit from anti-EGFR monoclonal antibodies. In this case VEGF targeting is the only way to choose. New molecules are under evaluation to widen these treatment options.";https://doi.org/10.1517/14728222.2013.818135;yes;FAUX;
Should apple snail **Pomacea canaliculata** (Caenogastropoda, Ampullariidae) be used as bioindicator for BDE-209?;"Apple snail Pomacea canaliculata has been reported to accumulate polybrominated diphenyl ethers (PBDEs) and was recently proposed as PBDE bioindicator. This work investigates the ability of P. canaliculata to accumulate BDE-209 by dietary exposure under controlled experimental conditions. A 30-day long enrichment feeding assay was carried out using 30 adult apple snails, placed in individual aquaria. Food was enriched at three BDE-209 concentrations (400, 4,700, and 8,300 mu g g(-1) lipid weight). Correlation between BDE-209 values in food and snail tissue were estimated according to Stockholm Convention suggested criteria for chemicals with K-OW &gt; 5. All animals survived with no evident physical alterations, and all of them accumulated BDE-209. BDE-209 levels in tissue samples increased exponentially with the exposure concentration. The bioaccumulation factor vs. food concentration plot showed a peculiar pattern, in which at intermediate concentrations the snails accumulated less BDE-209 than expected. Our results suggest that P. canaliculata would present a detoxification mechanism for BDE-209 different from the most commonly reported metabolic pathways.";https://doi.org/10.1007/s11356-013-2109-8;yes;FAUX;
Looking for a new panacea in ALK-rearranged NSCLC;In the past decade, the advent of targeted therapy led to a silent revolution in the war against lung cancer and a significant evolution on the concept of Phase I clinical trials design. Thanks to the specificity of their target, the new drugs have radically changed NSCLC treatment, leading to the development of personalized strategies. The accelerated approval of the first ALK-inhibitor, Crizotinib and more recently Ceritinib, without a Phase III randomized, clinical trial, has been an amazing success story in lung cancer research, marking the beginning of a new decade of targeted drugs development, characterized by modern, biomarker-driven, early clinical trial design and shorter times for clinical approval. Is Ceritinib a new panacea for the treatment of ALK-rearranged NSCLC? We aimed to discuss the reasons of such success, including the new emerging questions, regarding mechanisms of acquired resistance, and the best treatment algorithm for ALK-rearranged NSCLC patients.;https://doi.org/10.1517/14728222.2014.936383;yes;VRAI;https://repository.uantwerpen.be/docman/irua/96d67a/9118.pdf
Guest editorial;"Our original aspiration for this special issue was to attract a broad base of visual communication scholars working on the nexus of difference and globalization, with the aim of defining the substance and assessing the significance of this particular dialectic in our field. While globalization does entail the ever-growing significance of deterritorialized practices and transcultural flows, these connections, movements and exchanges still largely occur across specific locales and identities, and through appeals to various dimensions of cultural and social difference. Purposefully comprehensive in scope, our call for papers led to over 70 proposals that tackled the relationship between globalization and race, ethnicity, gender, sexuality, class and religion in visual communication from a number of theoretical angles, including but not limited to diasporic, queer, postcolonial, feminist and intercultural perspectives. Taken together, the seven contributions included in this special issue address questions related to the integration and deployment of major dimensions of social and cultural difference in visual communication materials; the perspectives and practices of designers, image-makers and media producers in relation to the work involved in the planning and creation of such materials; and both the dominant ways of seeing and unique experiences that impact on the visual reading of globalization. A combination of well-known and emerging scholars makes for an unusually energetic take on concepts and concerns that underlie several of the major frameworks that have become established in the inherently interdisciplinary field of visual communication, including multimodal and critical discourse analysis, social semiotics, rhetorical criticism, visual anthropology and visual sociology. As a whole, the special issue is based on three main assumptions regarding the centrality of visual communication, the significance of difference, and the ways in which identities are constructed and exchanged in settings of cultural globalization.";https://doi.org/10.1177/1470357214533448;yes;FAUX;
"How to find the Ariadne&#39;s thread in the labyrinth of salvage treatment options for metastatic colorectal cancer?";Since a chance for cure was found out in metastatic colorectal cancer (mCRC) patients undergoing a resection of liver and lung metastases, high tumor shrinkage by chemotherapy regimens and their combination with targeted agents have been addressed in potentially resectable mCRC. However, most mCRC patients cannot reach this opportunity because of tumor burden or metastatic sites. For these patients a salvage systemic therapy could be offered to prolong survival. To date, a huge number of clinical trials provided some evidences for the achievement of this goal. A lot of chemotherapeutic regimens in combination with biological therapies are now available. We tried to propose a simple way to choose the best options and to plan an optimal sequence of treatments. This tool could help the oncologists worldwide to better and easily manage mCRC patients who need salvage systemic therapy.;https://doi.org/10.1517/14712598.2014.902926;yes;VRAI;http://eprints.whiterose.ac.uk/87637/3/Aiello%20Pauwels%20Difference%20and%20Globalization.pdf
Memories of cinemagoing and film experience;"Over the past two decades, the relationship between cinema and memory has been the object of increasing academic attention, with growing interest in film and cinema as repositories for representing, shaping, (re) creating or indexing forms of individual and collective memory. This Special Issue on memory and the experience of cinemagoing centres on the perspective of cinema users and audiences, focusing on memories of films, cinema and cinemagoing from three continents and over five decades of the twentieth century. This introduction considers the relationship between memory studies and film studies, sets out an overview of the origins of, and recent and current shifts and trends within, research and scholarship at the interface between historical film audiences, the cinemagoing experience and memory; and presents the articles and reviews which follow within this frame. It considers some of the methodological issues raised by research in these areas and concludes by looking at some of the challenges facing future work in the field.";https://doi.org/10.1177/1750698016670783;yes;VRAI;https://journals.sagepub.com/doi/pdf/10.1177/1750698016670783
On the quality of auxiliary assumptions;"In a recent contribution to this journal, David Trafimow and Joshua Uhalt (2015) argue against the tradeoff between predictive power and explanatory breadth. In their view, it is the quality of the auxiliary assumptions that allows one to make testable predictions; hence it is possible that theories of considerable explanatory breadth, when combined with the right quality auxiliary assumptions, lead to testable predictions. Unfortunately, they leave the notion quality unspecified. In this review, I consider three possible properties that might render auxiliary assumptions capable of yielding testable predictions, namely observability, detail, and precision. All three proposals are rejected. I end with an appeal to further reflect on the role of auxiliary assumptions in deriving testable predictions.";https://doi.org/10.1177/0959354316638764;yes;VRAI;https://erj.ersjournals.com/content/erj/38/2/239.full.pdf
Business-to-business marketing and globalization: two of a kind;"Purpose - The aim of the &#34;viewpoint&#34; part of this paper is to enhance discussion on the challenges global business-to-business (B2B) marketing is facing. More specifically, academics are stimulated to study the impact of these trends on the internationalization of B2B companies. Managers are urged to engage in open strategy conversations on the consequent opportunities and threats for their global market strategy. Further, this paper acts as a &#34;Guest editorial&#34; for a special issue on 13213 and international business. Design/methodology/approach - The paper is based on a literature screening of key contributions highlighting B2B marketing trends on the one hand and theoretical underpinnings of IB on the other. Starting from a practitioner perspective, the paper gradually introduces a discussion on the potential theoretical implications and on cross-fertilization possibilities when merging recent developments in B2B with theory and concepts from international business. Findings - B2B and IB go hand in hand and the actual challenges that business marketers encounter require critical revisions of core concepts and foundations of internationalization theories. Research limitations/implications - The paper identifies trends based on secondary data. They are exemplary and not exhaustive. Future research will have to empirically &#34;test&#34; these assertions. Practical implications - As a result of this paper, practitioners might question their internationalization or globalization approach. Originality/value - The value of the first part of the paper lies in the intended stimulus of academic and practitioner discussion. The second part draws attention on the special issue papers and their main messages.";https://doi.org/10.1108/02651330810904044;yes;VRAI;https://erj.ersjournals.com/content/erj/35/5/945.full.pdf
Holocene comment and reply: the disappearance of **S. imbricatum** from European raised bogs: a comment on McClymont et al.;McClymont et al. (The Holocene 18 (2008) 9911002) present data on several environmental proxies to explore the disappearance of Sphagnum imbricatum from a peat bog in northern England, Wales and Ireland, respectively. McClymont et al. used their results to argue that a combination of rapid water-table rise and increased aeolian nutrient input from surrounding (agricultural) areas may have caused the disappearance of S. imbricatum from European raised bogs. The paper contributes to a growing body of literature focusing on the abrupt decline of S. imbricatum (S. austinii) AD 10001700. From the literature it becomes apparent that determining the exact mechanism for the decline of S. imbricatum (S. austinii) is difficult. Hence, many potential mechanisms have been suggested, amongst which increased wetness, increased interspecific competition, local burning and increased nutrient input are just a few examples. Although we do not comment on the quality of the science, there are a few things to be considered in order to get a complete picture.;https://doi.org/10.1177/0959683609345080;yes;VRAI;https://erj.ersjournals.com/content/erj/47/3/1010.full.pdf
The changing face of respiratory physiology: 20 years of progress within the ERS: Clinical Physiology and Integrative Biology Assembly contribution to the celebration of 20 years of the ERS;"Respiratory physiology, the study of the function of the respiratory system in health and disease, was one of the core disciplines in respiratory medicine throughout the second half of the 20th Century. Moreover, clinical and basic physiologists were central to the creation of the European Respiratory Society (ERS) 20 yrs ago. Despite concerns that all the &#34;interesting&#34; questions in physiology had been answered, the last 20 yrs have shown that applying physiological principles to respiratory disease not only leads to new insights into how the lungs work when stressed, but has also identified new areas where the diagnosis and treatment of previously intractable or unrecognised physiological disorders has transformed the lives of large numbers of people.";https://doi.org/10.1183/09031936.00035310;yes;VRAI;https://erj.ersjournals.com/content/erj/48/3/852.full.pdf
Paradigm shifts in lung cancer as defined in the new IASLC/ATS/ERS lung adenocarcinoma classification;The new international multidisciplinary lung adenocarcinoma classification is sponsored by the European Respiratory Society (ERS), as well as the International Association for the Study of Lung Cancer (IASLC) and the American Thoracic Society (ATS) [ 1]. This classification is now published in the Journal of Thoracic Oncology, the official journal of the IASLC. Under the scientific oversight of the ATS and ERS, the classification project involved a systematic review to provide an evidence-based foundation with specific recommendations. For decades, the field of lung cancer has been relatively static with few major advances. However, in the past 56 yrs this has changed to a rapidly evolving field. At the heart of this change is the impact of the molecular discovery that the activating mutations in the epidermal growth factor receptor ( EGFR) are a marker for response and improved progression-free survival with tyrosine kinase inhibitor (TKI) therapy compared to conventional chemotherapy in advanced lung adenocarcinoma patients [ 2 5]. In this editorial, we summarise a series of major paradigm shifts that are outlined in this classification that will result in major changes in the approach to diagnosis of lung cancer compared to those outlined in previous World Health Organization (WHO) classifications. While this classification is primarily focused on lung adenocarcinoma, many of the recommendations will impact on how all histologic types of lung cancer are diagnosed in the future. This classification is divided into two major components: classification based on resection specimens ( table 1 ) and on small biopsies and cytology ( table 2 ).;https://doi.org/10.1183/09031936.00026711;yes;FAUX;
Assessment of vocational competence in higher education;In this article the author comments on the studies related to the assessment of vocational competence in higher education published in the special section of the journal. He states that the studies present good examples of current research on the assessment of vocational competences in higher education, however they also illustrate the difficulties faced by research in this area. He states that these difficulties may be due the due to the difference between higher education and working life.;https://doi.org/10.1080/02602938.2011.581859;yes;VRAI;https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/1471-2105-11-360
Translational research on prolyl oligopeptidase inhibitors;"Despite the fact that some have passed early phases of clinical trials, no prolyl oligopeptidase inhibitors are currently on the market. Yet, since 2003, there has been a boost in patent applications claiming prolyl oligopeptidase inhibitors for the treatment of Alzheimer&#39;s and Parkinson&#39;s diseases, and other neurodegenerative and psychiatric disorders. While experts in the field call for innovative scaffolds to develop more potent inhibitors with more favorable properties, they also relate a lack of knowledge of the toxicology, bioavailability, pharmacokinetics and pharmacodynamics of existing compounds that hinders their assessment. Yet, with the current insights, it is difficult to correlate specific inhibitor effects with the postulated functions of prolyl oligopeptidase in the brain.";https://doi.org/10.1517/13543776.2011.587803;yes;VRAI;https://infectagentscancer.biomedcentral.com/track/pdf/10.1186/1750-9378-8-39
Benefits of early hepatitis B immunization programs for newborns and infants;"Despite the availability of safe and effective hepatitis B virus (HBV) vaccines for &gt;20 years, strategies targeting risk groups failed to sufficiently control hepatitis B disease at the population level; this is mainly because of difficulties in risk identification and in program implementation. Hence, the global burden of disease of HBV still is substantial. The World Health Organization recommends universal vaccination against hepatitis B to ultimately eliminate HBV; this recommendation had been progressively implemented to reach 168 countries with a universal program by the end of 2006. However, hepatitis B immunization is currently becoming endangered of losing its place on the agendas of governments, agencies, and international organizations, mainly because of the increasing success of these immunization programs and the interest in newer vaccine-preventable diseases and the related programs. This publication aims to show that vaccination programs targeting newborns and infants are preferable to achieve this goal. The benefits of universal HBV vaccination for newborns and infants are: higher impact on chronic carrier rate and transmission; established potential of high vaccine coverage in this age group; opportunities to combine HBV vaccination with existing universal vaccination programs for newborns and infants; and impact on perinatal transmission, if vaccination is started shortly after birth. Moreover, the safety, immunogenicity, and long-term efficacy of newborn and infant HBV vaccination have been proven extensively. In summary, newborn and infant HBV vaccination programs should be considered the preferred strategy, capable of providing important and sustained impact on global HBV incidence, even if they have a delayed impact on sexual transmission of HBV.";https://doi.org/10.1097/inf.0b013e318173966f;yes;FAUX;
"Commentary on &#34;Otosclerosis";"In this article the authors reflect on the article &#34;Otosclerosis: Thirty-Year Follow-Up After Surgery,&#34; by Ylva Dahlin Redfors and Claes MÃ¶ller. They are supportive of the research which is contained in the article and suggest that the results of the research highlight the need for genetic studies to elucidate the causes of otosclerosis.";https://doi.org/10.1177/000348941112000910;yes;VRAI;https://iris.unipa.it/bitstream/10447/99246/1/14712598%252E2014%252E902926.pdf
Tracers for biogenic secondary organic aerosol from $\alpha$-pinene and related monoterpenes;In this review, we first address the terpenoid composition of ambient fine rural aerosol to give a report on the current state of knowledge in regard to the molecular characterisation of biogenic secondary organic aerosol tracers. The major known, recently elucidated, and still unknown tracers, which can be detected at a significant relative abundance, are listed and briefly discussed. In a second part, we provide a historic account on the discovery of 3-methyl-1,2,3-butanetricarboxylic acid, which involved a long search with several failures and a final success, and propose a revised formation pathway. Finally, we present some brief conclusions and perspectives.;https://doi.org/10.1007/978-94-007-5034-0_18;yes;VRAI;https://www.tandfonline.com/doi/pdf/10.1517/14728222.2013.818135?needAccess=true
